Flow Out Of a State By From State and Pipeline,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Sum of Capacity (mmcfd),Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,
Independence Trail,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,,,,,,,,
Manta Ray Gathering,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,,,,
Peridido Norte,300,300,300,300,300,300,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Seahawk,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,
Viosca Knoll Gathering,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,
Idaho,"3,446","3,446","3,446","3,446","3,446","3,446","3,446","3,446","3,446","3,446","3,446","3,446","3,446","3,446","3,446","3,446","3,271","3,064","3,064","3,064","3,064","2,990","2,990","2,990","2,990",
Nevada,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,
Northwest Pipeline Corp,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,
Oregon,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,254,254,254,254,254,254,254,254,254,
Northwest Pipeline Corp,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,254,254,254,254,254,254,254,254,254,
Utah,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,
Northwest Pipeline Corp,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,
Washington,"2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,354","2,354","2,354","2,354","2,280","2,280","2,280","2,280",
Gas Transmission Northwest,"2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,561","2,354","2,354","2,354","2,354","2,280","2,280","2,280","2,280",
Illinois,"17,327","16,636","15,886","13,886","13,886","13,886","13,886","13,886","13,886","13,736","11,294","11,294","11,049","10,876","10,876","10,876","10,633","9,233","8,474","7,564","7,305","7,305","7,171","7,149","7,111","2,518"
Indiana,"9,594","9,594","9,594","9,594","9,594","9,594","9,594","9,594","9,594","9,444","7,539","7,539","7,294","7,164","7,164","7,164","6,921","6,291","5,532","4,812","4,702","4,702","4,568","4,568","4,568","1,250"
ANR Pipeline Co,"1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,250","1,250","1,250","1,250"
Midwestern Gas Trans Co,715,715,715,715,715,715,715,715,715,565,565,565,565,565,565,565,565,215,0,0,0,0,0,0,0,
Nat Gas P L Co Of America,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,600,600,600,600,600,
Northern Border Pipeline Co,917,917,917,917,917,917,917,917,917,917,917,917,917,787,787,787,544,544,0,0,0,0,0,0,0,
Panhandle Eastern P L Co,"1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573","1,573",
Rockies Express Pipeline,"1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Texas Eastern Trans Corp,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,
Trunkline Gas Co,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,
Vector Pipeline Co,"1,350","1,350","1,350","1,350","1,350","1,350","1,350","1,350","1,350","1,350","1,245","1,245","1,000","1,000","1,000","1,000","1,000",720,720,0,0,0,0,0,0,
Iowa,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,
Interstate Power Co,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,
Kentucky,750,750,,,,,,,,,,,,,,,,,,,,,,,,
Trunkline Gas Co,750,750,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,"3,350","2,890","2,890",890,890,890,890,890,890,890,890,890,890,890,890,890,890,870,870,870,870,870,870,870,870,
"Enable Mississippi River Transmission, LLC",870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,
Missouri Interstate Pipeline Co,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,
Nat Gas P L Co Of America,460,,,,,,,,,,,,,,,,,,,,,,,,,
Rockies Express Pipeline,"2,000","2,000","2,000",,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,"3,558","3,327","3,327","3,327","3,327","3,327","3,327","3,327","3,327","3,327","2,790","2,790","2,790","2,747","2,747","2,747","2,747","1,997","1,997","1,807","1,658","1,658","1,658","1,636","1,598","1,268"
ANR Pipeline Co,"1,841","1,610","1,610","1,610","1,610","1,610","1,610","1,610","1,610","1,610","1,610","1,610","1,610","1,567","1,567","1,567","1,567","1,567","1,567","1,377","1,268","1,268","1,268","1,268","1,268","1,268"
Guardian Pipeline Co,"1,287","1,287","1,287","1,287","1,287","1,287","1,287","1,287","1,287","1,287",750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,
Nat Gas P L Co Of America,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,
North Shore Gas Co,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,0,0,0,0,0,
Northern Natural Gas Co,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,313,275,
Indiana,"17,874","17,524","16,490","16,132","12,982","12,982","12,982","12,982","12,982","13,132","11,227","11,227","10,982","10,982","10,982","10,982","10,982","10,352","10,352","9,632","9,632","9,327","9,043","9,043","8,793","4,224"
Illinois,"5,028","4,678","3,928","4,328","1,928","1,928","1,928","1,928","1,928","2,078","2,078","2,078","2,078","2,078","2,078","2,078","2,078","2,078","2,078","2,078","2,078","2,078","1,944","1,944","1,944","1,250"
ANR Pipeline Co,"1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,250","1,250","1,250","1,250"
Midwestern Gas Trans Co,500,500,500,500,500,500,500,500,500,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,
Panhandle Eastern P L Co,"1,100",750,,,,,,,,,,,,,,,,,,,,,,,,
Rockies Express Pipeline,"2,000","2,000","2,000","2,400",,,,,,,,,,,,,,,,,,,,,,
Texas Gas Transmission Co,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,
Kentucky,"2,142","2,142","1,858","1,100",350,350,350,350,350,350,350,350,350,350,350,350,350,0,0,0,0,0,0,0,0,
ANR Pipeline Co,750,750,750,750,,,,,,,,,,,,,,,,,,,,,,
Midwestern Gas Trans Co,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0,0,0,0,0,0,0,0,
Texas Gas Transmission Co,"1,042","1,042",758,,,,,,,,,,,,,,,,,,,,,,,
Michigan,"3,609","3,609","3,609","3,609","3,609","3,609","3,609","3,609","3,609","3,609","3,504","3,504","3,259","3,259","3,259","3,259","3,259","2,979","2,979","2,259","2,259","2,259","2,109","2,109","2,109","1,226"
ANR Pipeline Co,"1,520","1,520","1,520","1,520","1,520","1,520","1,520","1,520","1,520","1,520","1,520","1,520","1,520","1,520","1,520","1,520","1,520","1,520","1,520","1,520","1,520","1,520","1,370","1,370","1,370","1,226"
Trunkline Gas Co,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,
Vector Pipeline Co,"1,350","1,350","1,350","1,350","1,350","1,350","1,350","1,350","1,350","1,350","1,245","1,245","1,000","1,000","1,000","1,000","1,000",720,720,0,0,0,0,0,0,
Ohio,"7,095","7,095","7,095","7,095","7,095","7,095","7,095","7,095","7,095","7,095","5,295","5,295","5,295","5,295","5,295","5,295","5,295","5,295","5,295","5,295","5,295","4,990","4,990","4,990","4,740","1,748"
ANR Pipeline Co,"1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748","1,748"
Crossroads Pipeline Co,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,0,
Panhandle Eastern P L Co,"1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314","1,314",
Rockies Express Pipeline,"1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Texas Eastern Trans Corp,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,671,671,671,671,
Texas Gas Transmission Co,"1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007",
Iowa,"7,967","7,967","7,967","7,967","7,967","7,967","7,967","7,967","7,967","7,967","7,967","7,967","7,731","7,601","7,526","7,526","7,526","7,268","7,073","5,441","5,441","4,661","4,419","4,289","4,239",513
Illinois,"5,943","5,943","5,943","5,943","5,943","5,943","5,943","5,943","5,943","5,943","5,943","5,943","5,943","5,813","5,738","5,738","5,738","5,570","5,375","3,743","3,743","2,963","2,963","2,941","2,891",513
Alliance Pipeline Co,"1,875","1,875","1,875","1,875","1,875","1,875","1,875","1,875","1,875","1,875","1,875","1,875","1,875","1,875","1,800","1,800","1,800","1,632","1,632",0,0,0,0,0,0,0
ANR Pipeline Co,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,603,513
Interstate Power Co,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,
Nat Gas P L Co Of America,"1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,660","1,660","1,660","1,660",
Northern Border Pipeline Co,988,988,988,988,988,988,988,988,988,988,988,988,988,858,858,858,858,858,663,663,663,0,0,0,0,
Northern Natural Gas Co,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,553,553,
Minnesota,"1,930","1,930","1,930","1,930","1,930","1,930","1,930","1,930","1,930","1,930","1,930","1,930","1,710","1,710","1,710","1,710","1,710","1,620","1,620","1,620","1,620","1,620","1,378","1,270","1,270",
Northern Natural Gas Co,"1,930","1,930","1,930","1,930","1,930","1,930","1,930","1,930","1,930","1,930","1,930","1,930","1,710","1,710","1,710","1,710","1,710","1,620","1,620","1,620","1,620","1,620","1,378","1,270","1,270",
South Dakota,94,94,94,94,94,94,94,94,94,94,94,94,78,78,78,78,78,78,78,78,78,78,78,78,78,
Northern Natural Gas Co,94,94,94,94,94,94,94,94,94,94,94,94,78,78,78,78,78,78,78,78,78,78,78,78,78,
Kansas,"10,511","10,511","10,511","10,511","10,511","10,511","10,511","10,511","10,511","10,511","10,211","8,661","8,650","8,650","8,546","8,479","8,412","8,322","8,179","8,099","8,099","8,099","7,774","7,774","7,774",610
Colorado,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,
Colorado Interstate Gas,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,
Panhandle Eastern P L Co,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,
Missouri,"4,934","4,934","4,934","4,934","4,934","4,934","4,934","4,934","4,934","4,934","4,634","3,084","3,134","3,134","3,134","3,067","3,000","3,000","2,857","2,857","2,857","2,857","2,581","2,581","2,581",
Enbridge Pipelines (KPC),,,,,,,,,,,,,50,50,50,50,50,50,50,50,50,50,50,50,50,
"KPC Pipeline, LLC",50,50,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,,,,
Panhandle Eastern P L Co,"1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559",
Rockies Express Pipeline,"1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Star Central Gas PL Co,"1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,203","1,136","1,136",993,993,993,993,972,972,972,
Tallgrass Interstate Gas Transmission,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,
Nebraska,"4,305","4,305","4,305","4,305","4,305","4,305","4,305","4,305","4,305","4,305","4,305","4,305","4,273","4,273","4,273","4,273","4,273","4,183","4,183","4,183","4,183","4,183","4,134","4,134","4,134",610
ANR Pipeline Co,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,610
Nat Gas P L Co Of America,"1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,175","1,175","1,175",
Northern Natural Gas Co,"2,172","2,172","2,172","2,172","2,172","2,172","2,172","2,172","2,172","2,172","2,172","2,172","2,140","2,140","2,140","2,140","2,140","2,050","2,050","2,050","2,050","2,050","2,050","2,050","2,050",
Southern Star Central Gas PL Co,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Tallgrass Interstate Gas Transmission,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,
Oklahoma,887,887,887,887,887,887,887,887,887,887,887,887,858,858,754,754,754,754,754,674,674,674,674,674,674,
Colorado Interstate Gas,323,323,323,323,323,323,323,323,323,323,323,323,294,294,190,190,190,190,190,110,110,110,110,110,110,
Nat Gas P L Co Of America,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,
Southern Star Central Gas PL Co,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,
Tallgrass Interstate Gas Transmission,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Kentucky,"21,549","21,493","19,500","16,699","15,119","14,231","13,391","13,391","13,391","13,391","12,541","12,541","12,541","12,541","12,541","12,541","12,541","12,191","12,446","12,446","12,139","12,139","12,139","12,139","12,139","1,315"
Illinois,"1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,799","1,799","1,799","1,799","1,799","1,799","1,799",
Trunkline Gas Co,"1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,544","1,799","1,799","1,799","1,799","1,799","1,799","1,799",
Indiana,"3,614","3,614","3,614","3,560","3,560","3,560","3,560","3,560","3,560","3,560","3,560","3,560","3,560","3,560","3,560","3,560","3,560","3,560","3,560","3,560","3,560","3,560","3,560","3,560","3,560","1,315"
ANR Pipeline Co,"1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,386","1,315"
Midwestern Gas Trans Co,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,
Texas Gas Transmission Co,"1,564","1,564","1,564","1,510","1,510","1,510","1,510","1,510","1,510","1,510","1,510","1,510","1,510","1,510","1,510","1,510","1,510","1,510","1,510","1,510","1,510","1,510","1,510","1,510","1,510",
Ohio,"4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164","4,164",
Columbia Gas Trans Corp,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,
KO Transmission Co,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,
Tennessee Gas Pipeline Co,"1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777",
Texas Eastern Trans Corp,"2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066","2,066",
Union Light Heat & Power,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,
Tennessee,"9,334","9,278","7,285","4,538","2,958","2,070","1,230","1,230","1,230","1,230",380,380,380,380,380,380,380,30,30,30,30,30,30,30,30,
ANR Pipeline Co,750,750,750,750,,,,,,,,,,,,,,,,,,,,,,
Columbia Gulf Trans Co,"1,856","1,856","1,317",908,540,540,,,,,,,,,,,,,,,,,,,,
Delta Natural Gas Co,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Midwestern Gas Trans Co,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0,0,0,0,0,0,0,0,
Tennessee Gas Pipeline Co,"2,636","2,580","2,580","1,350","1,350",850,850,850,850,850,,,,,,,,,,,,,,,,
Texas Eastern Trans Corp,"1,920","1,920","1,500","1,150",688,300,,,,,,,,,,,,,,,,,,,,
Texas Gas Transmission Co,"1,067","1,067",783,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
Trunkline Gas Co,750,750,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
Nora Transmission Co,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
West Virginia,"2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,536","2,536","2,536","2,536","2,536",
Columbia Gas Trans Corp,"2,162","2,162","2,162","2,162","2,162","2,162","2,162","2,162","2,162","2,162","2,162","2,162","2,162","2,162","2,162","2,162","2,162","2,162","2,162","2,162","1,855","1,855","1,855","1,855","1,855",
Tennessee Gas Pipeline Co,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,
Louisiana,"31,156","31,156","29,839","29,839","29,794","29,794","29,794","29,794","29,434","28,868","27,335","24,495","24,495","24,495","24,495","24,442","23,985","23,755","23,051","23,298","22,989","22,989","22,974","22,819","22,446","1,408"
Arkansas,"7,903","7,903","7,903","7,903","7,903","7,903","7,903","7,903","7,903","7,903","7,903","7,903","7,903","7,903","7,903","7,903","7,903","7,903","7,484","7,731","7,731","7,731","7,716","7,716","7,716","1,338"
ANR Pipeline Co,"1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,338"
"Enable Gas Transmission, LLC",135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,120,120,120,
"Enable Mississippi River Transmission, LLC",730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,
Tennessee Gas Pipeline Co,"1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581","1,581",
Texas Gas Transmission Co,"2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002",
Trans-Union Pipeline Co,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,8,0,0,0,0,0,0,
Trunkline Gas Co,"1,598","1,598","1,598","1,598","1,598","1,598","1,598","1,598","1,598","1,598","1,598","1,598","1,598","1,598","1,598","1,598","1,598","1,598","1,598","1,853","1,853","1,853","1,853","1,853","1,853",
Mississippi,"20,666","20,666","20,666","20,666","20,621","20,621","20,621","20,621","20,261","19,695","18,162","15,322","15,322","15,322","15,322","15,269","14,815","14,585","14,300","14,300","13,991","13,991","13,991","13,836","13,463",70
American Midstream (Midla),70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
Columbia Gulf Trans Co,"2,576","2,576","2,576","2,576","2,576","2,576","2,576","2,576","2,576","2,576","2,576","2,576","2,576","2,576","2,576","2,576","2,576","2,576","2,291","2,291","1,982","1,982","1,982","1,982","1,982",
Florida Gas Trans Co,"1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300",927,
Gulf South Pipeline Co,"3,296","3,296","3,296","3,296","3,296","3,296","3,296","3,296","3,296","2,730","2,730","1,030","1,030","1,030","1,030","1,030","1,030","1,030","1,030","1,030","1,030","1,030","1,030","1,030","1,030",
International Paper Pipeline,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
Midcontinent Express Pipeline LLC,"1,533","1,533","1,533","1,533","1,533","1,533","1,533","1,533","1,533","1,533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southeast Supply Header Pipeline,"1,545","1,545","1,545","1,545","1,500","1,500","1,500","1,500","1,140","1,140","1,140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Natural Gas Co,"1,853","1,853","1,853","1,853","1,853","1,853","1,853","1,853","1,853","1,853","1,853","1,853","1,853","1,853","1,853","1,853","1,661","1,661","1,661","1,661","1,661","1,661","1,661","1,661","1,661",
Tennessee Gas Pipeline Co,"2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520","2,520",
Texas Eastern Trans Corp,"2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202","2,202",
Transcontinental Gas P L Co,"3,756","3,756","3,756","3,756","3,756","3,756","3,756","3,756","3,756","3,756","3,756","3,756","3,756","3,756","3,756","3,703","3,441","3,211","3,211","3,211","3,211","3,211","3,211","3,056","3,056",
Texas,"2,587","2,587","1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,270","1,267","1,267","1,267","1,267","1,267","1,267","1,267","1,267","1,267",
"Enable Gas Transmission, LLC",25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
Gulf South Pipeline Co,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
Nat Gas P L Co Of America,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,
Sabine LLC,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,
Tennessee Gas Pipeline Co,"1,317","1,317",,,,,,,,,,,,,,,,,,,,,,,,
Texas Eastern Trans Corp,945,945,945,945,945,945,945,945,945,945,945,945,945,945,945,945,942,942,942,942,942,942,942,942,942,
Maine,"1,915","1,913","1,913","1,913","1,913","1,913","1,913","1,913","1,913","1,913","1,290","1,290","1,290","1,290","1,290","1,290","1,252","1,074","1,034",619,31,31,31,31,31,
New Brunswick,833,833,833,833,833,833,833,833,833,833,415,415,415,415,415,415,415,415,415,,,,,,,
Maritimes/Northeast PL Co,833,833,833,833,833,833,833,833,833,833,415,415,415,415,415,415,415,415,415,,,,,,,
New Hampshire,"1,082","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080",875,875,875,875,875,875,837,659,619,619,31,31,31,31,31,
Granite State Gas Trans Inc,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
Maritimes/Northeast PL Co,835,833,833,833,833,833,833,833,833,833,628,628,628,628,628,628,628,628,588,588,0,0,0,0,0,
Portland Gas Trans Co,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,178,0,0,0,0,0,0,0,0,
Manitoba,"2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,963","2,837","2,774","2,755","2,755",
Minnesota,"2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,991","2,963","2,837","2,774","2,755","2,755",
Centra Minnesota Pipeline Inc,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,
Great Lakes Gas Trans Ltd,"2,412","2,412","2,412","2,412","2,412","2,412","2,412","2,412","2,412","2,412","2,412","2,412","2,412","2,412","2,412","2,412","2,412","2,412","2,412","2,412","2,412","2,286","2,286","2,286","2,286",
Viking Gas Transmission Co,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,488,488,425,406,406,
Maryland,"7,794","6,794","6,239","6,239","5,808","5,808","5,808","5,388","5,388","5,388","5,388","3,877","3,867","3,841","3,822","3,600","3,600","3,595","3,583","3,583","3,583","3,581","3,581","3,581","2,965",
Delaware,145,145,145,145,145,145,145,145,145,145,145,134,124,98,79,74,74,69,57,57,57,55,55,55,55,
Eastern Shore Nat Gas Co,145,145,145,145,145,145,145,145,145,145,145,134,124,98,79,74,74,69,57,57,57,55,55,55,55,
District of Columbia,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
Washington Gas Light Co,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
Pennsylvania,"3,306","3,306","3,306","3,306","3,306","3,306","3,306","3,306","3,306","3,306","3,306","2,606","2,606","2,606","2,606","2,606","2,606","2,606","2,606","2,606","2,606","2,606","2,606","2,606","2,606",
Columbia Gas Trans Corp,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,
Dominion Transmission Co,700,700,700,700,700,700,700,700,700,700,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
