State Outflow Capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sum of Capacity (mmcfd),,year,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi Total,,"38,810","38,741","34,173","32,856","31,252","30,191","29,651","29,526","29,401","29,401","27,868","24,321","24,321","24,321","24,321","24,154","23,276","22,608","22,784","22,549","22,242","22,242","22,097","22,042","21,563",108
Missouri,Arkansas,485,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
,Illinois,"5,887","5,887","5,887","5,887","5,887","5,887","5,887","5,887","5,887","5,887","4,087","4,087","4,087","4,087","4,087","4,087","4,087","4,087","4,087","4,087","4,087","4,087","4,087","4,087","4,087",
,Iowa,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,
Missouri Total,,"7,052","6,592","6,592","6,592","6,592","6,592","6,592","6,592","6,592","6,592","4,792","4,792","4,792","4,792","4,792","4,792","4,792","4,792","4,792","4,792","4,792","4,792","4,792","4,792","4,792",
Montana,North Dakota,"3,199","3,199","3,199","3,199","3,199","3,199","3,199","3,199","2,722","2,722","2,647","2,606","2,565","2,565","2,565","2,565","2,485","2,485","2,485","2,485","2,485","1,785","1,785","1,785","1,785",
,Saskatchewan,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,66,66,66,66,66,66,66,
,Wyoming,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,235,235,176,176,176,176,
Montana Total,,"3,555","3,555","3,555","3,555","3,555","3,555","3,555","3,555","3,078","3,078","3,003","2,962","2,921","2,921","2,921","2,921","2,841","2,841","2,826","2,786","2,786","2,027","2,027","2,027","2,027",
Nebraska,Colorado,"2,713","2,713","2,713","2,713","2,713","2,968","2,968","2,968","2,968","2,968","2,668","1,168","1,168","1,168","1,168","1,168","1,168",844,844,844,844,844,484,484,484,
,Iowa,"3,302","3,302","3,302","3,302","3,302","3,302","3,302","3,302","3,302","3,302","3,302","3,302","3,294","3,294","3,294","3,294","3,294","3,204","3,204","3,204","3,204","3,204","3,204","3,204","3,204",
,Kansas,"1,840","1,840","1,840","1,840","1,840","2,095","2,095","2,095","2,095","2,095","1,795",295,295,295,295,295,295,295,295,295,295,295,40,40,40,
,Missouri,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,
,South Dakota,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,
Nebraska Total,,"8,673","8,673","8,673","8,673","8,673","9,183","9,183","9,183","9,183","9,183","8,583","5,583","5,575","5,575","5,575","5,575","5,575","5,161","5,161","5,161","5,161","5,161","4,546","4,546","4,546",
Nevada,California,"2,189","2,189","2,189","2,189","2,189","2,189","2,189","2,189","1,923","1,778","1,778","1,778","1,778","1,778","1,778","1,778",878,878,743,743,743,743,730,730,730,
,Oregon,"1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nevada Total,,"3,689","3,689","3,689","3,689","3,689","3,689","3,689","3,689","1,923","1,778","1,778","1,778","1,778","1,778","1,778","1,778",878,878,743,743,743,743,730,730,730,
New Brunswick,Maine,833,833,833,833,833,833,833,833,833,833,415,415,415,415,415,415,415,415,415,400,0,0,0,0,0,
New Brunswick Total,,833,833,833,833,833,833,833,833,833,833,415,415,415,415,415,415,415,415,415,400,0,0,0,0,0,
New Hampshire,Maine,356,305,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,209,209,209,62,62,62,62,62,
,Massachusetts,835,833,833,833,833,833,833,833,833,833,628,628,628,628,628,628,628,628,588,588,0,0,0,0,0,
,Quebec,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,0,0,0,0,0,0,0,0,0,
New Hampshire Total,,"1,407","1,354","1,296","1,296","1,296","1,296","1,296","1,296","1,296","1,296","1,091","1,091","1,091","1,091","1,091","1,091",875,837,797,797,62,62,62,62,62,
New Jersey,New York,"5,198","5,105","4,950","4,608","4,608","4,508","3,708","3,708","3,708","3,708","3,708","3,708","3,608","3,608","3,608","3,608","3,608","3,355","3,055","3,055","3,055","3,055","3,055","3,055","3,055","1,018"
