State Inflow Capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sum of Capacity (mmcfd),,year,,,,,,,,,,,,,,,,,,,,,,,,,
,South Dakota,"2,375","2,375","2,375","2,375","2,375","2,375","2,375","2,375","2,375","2,375","2,375","2,375","2,375","2,375","2,375","2,375","2,375","2,375","2,375","2,375","2,375","1,675","1,675","1,675","1,675",
,Wisconsin,"2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226","2,226",
Minnesota Total,,"11,422","11,422","11,422","11,422","11,422","11,422","11,422","11,422","11,422","11,422","11,422","11,422","11,202","11,202","11,127","11,127","11,127","10,869","10,869","9,237","9,209","8,383","8,078","7,951","7,951",0
Mississippi,Alabama,"3,470","3,470","2,970","2,625","2,250","1,150","1,150","1,150","1,150","1,150",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
,Arkansas,"11,411","11,411","11,411","11,411","11,411","11,411","11,411","11,411","11,411","9,411","8,444","8,444","8,444","8,444","8,444","8,444","8,444","8,444","8,444","8,699","8,699","8,699","8,699","8,699","8,699","1,350"
,Gulf of Mexico,"1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,313","1,313","1,313","1,275","1,275","1,275",275,275,275,275,
,Louisiana,"20,666","20,666","20,666","20,666","20,621","20,621","20,621","20,621","20,261","19,695","18,162","15,322","15,322","15,322","15,322","15,269","14,815","14,585","14,300","14,300","13,991","13,991","13,991","13,836","13,463",70
,Tennessee,"6,519","6,519","2,821","1,658",540,540,,,,,,,,,,,,,,,,,,,,
Mississippi Total,,"43,388","43,388","39,190","37,682","36,144","35,044","34,504","34,504","34,144","31,578","28,128","25,288","25,288","25,288","25,288","25,226","24,772","24,542","24,219","24,474","24,165","23,165","23,165","23,010","22,637","1,420"
Missouri,Arkansas,"2,761","2,761","2,761","2,761","2,761","2,761","2,761","2,761","2,761","2,761","2,761","2,761","2,761","2,761","2,761","2,761","2,761","2,761","2,761","2,761","2,761","2,761","2,763","2,761","2,761",
