,State Name,State Code,Subdivision Code,County Name,County Code
1987,NEBRASKA,NE,,FRANKLIN,61
1988,NEBRASKA,NE,,FRONTIER,63
1989,NEBRASKA,NE,,FURNAS,65
1990,NEBRASKA,NE,,GAGE,67
1991,NEBRASKA,NE,,GARDEN,69
1992,NEBRASKA,NE,,GARFIELD,71
1993,NEBRASKA,NE,,GOSPER,73
1994,NEBRASKA,NE,,GRANT,75
1995,NEBRASKA,NE,,GREELEY,77
1996,NEBRASKA,NE,,HALL,79
1997,NEBRASKA,NE,,HAMILTON,81
1998,NEBRASKA,NE,,HARLAN,83
1999,NEBRASKA,NE,,HAYES,85
2000,NEBRASKA,NE,,HITCHCOCK,87
2001,NEBRASKA,NE,,HOLT,89
2002,NEBRASKA,NE,,HOOKER,91
2003,NEBRASKA,NE,,HOWARD,93
2004,NEBRASKA,NE,,JEFFERSON,95
2005,NEBRASKA,NE,,JOHNSON,97
2006,NEBRASKA,NE,,KEARNEY,99
2007,NEBRASKA,NE,,KEITH,101
2008,NEBRASKA,NE,,KEYA PAHA,103
2009,NEBRASKA,NE,,KIMBALL,105
2010,NEBRASKA,NE,,KNOX,107
2011,NEBRASKA,NE,,LANCASTER,109
2012,NEBRASKA,NE,,LINCOLN,111
2013,NEBRASKA,NE,,LOGAN,113
2014,NEBRASKA,NE,,LOUP,115
2015,NEBRASKA,NE,,MCPHERSON,117
2016,NEBRASKA,NE,,MADISON,119
2017,NEBRASKA,NE,,MERRICK,121
2018,NEBRASKA,NE,,MORRILL,123
2019,NEBRASKA,NE,,NANCE,125
2020,NEBRASKA,NE,,NEMAHA,127
2021,NEBRASKA,NE,,NUCKOLLS,129
2022,NEBRASKA,NE,,OTOE,131
2023,NEBRASKA,NE,,PAWNEE,133
2024,NEBRASKA,NE,,PERKINS,135
2025,NEBRASKA,NE,,PHELPS,137
2026,NEBRASKA,NE,,PIERCE,139
2027,NEBRASKA,NE,,PLATTE,141
2028,NEBRASKA,NE,,POLK,143
2029,NEBRASKA,NE,,RED WILLOW,145
2030,NEBRASKA,NE,,RICHARDSON,147
2031,NEBRASKA,NE,,ROCK,149
2032,NEBRASKA,NE,,SALINE,151
2033,NEBRASKA,NE,,SARPY,153
2034,NEBRASKA,NE,,SAUNDERS,155
2035,NEBRASKA,NE,,SCOTTS BLUFF,157
2036,NEBRASKA,NE,,SEWARD,159
2037,NEBRASKA,NE,,SHERIDAN,161
2038,NEBRASKA,NE,,SHERMAN,163
2039,NEBRASKA,NE,,SIOUX,165
2040,NEBRASKA,NE,,STANTON,167
2041,NEBRASKA,NE,,THAYER,169
2042,NEBRASKA,NE,,THOMAS,171
2043,NEBRASKA,NE,,THURSTON,173
2044,NEBRASKA,NE,,VALLEY,175
2045,NEBRASKA,NE,,WASHINGTON,177
2046,NEBRASKA,NE,,WAYNE,179
2047,NEBRASKA,NE,,WEBSTER,181
2048,NEBRASKA,NE,,WHEELER,183
2049,NEBRASKA,NE,,YORK,185
2050,NEW HAMPSHIRE,NH,,BELKNAP,1
2051,NEW HAMPSHIRE,NH,,CARROLL,3
2052,NEW HAMPSHIRE,NH,,CHESHIRE,5
2053,NEW HAMPSHIRE,NH,,COOS,7
2054,NEW HAMPSHIRE,NH,,GRAFTON,9
2055,NEW HAMPSHIRE,NH,,HILLSBOROUGH,11
2056,NEW HAMPSHIRE,NH,,MERRIMACK,13
2057,NEW HAMPSHIRE,NH,,ROCKINGHAM,15
2058,NEW HAMPSHIRE,NH,,STRAFFORD,17
2059,NEW HAMPSHIRE,NH,,SULLIVAN,19
2060,NEW HAMPSHIRE,NH,99,OFFSHORE-STATE,990
2061,NEW JERSEY,NJ,,ATLANTIC,1
2062,NEW JERSEY,NJ,,BERGEN,3
2063,NEW JERSEY,NJ,,BURLINGTON,5
2064,NEW JERSEY,NJ,,CAMDEN,7
2065,NEW JERSEY,NJ,,CAPE MAY,9
2066,NEW JERSEY,NJ,,CUMBERLAND,11
2067,NEW JERSEY,NJ,,ESSEX,13
2068,NEW JERSEY,NJ,,GLOUCESTER,15
2069,NEW JERSEY,NJ,,HUDSON,17
2070,NEW JERSEY,NJ,,HUNTERDON,19
2071,NEW JERSEY,NJ,,MERCER,21
2072,NEW JERSEY,NJ,,MIDDLESEX,23
2073,NEW JERSEY,NJ,,MONMOUTH,25
2074,NEW JERSEY,NJ,,MORRIS,27
2075,NEW JERSEY,NJ,,OCEAN,29
2076,NEW JERSEY,NJ,,PASSAIC,31
2077,NEW JERSEY,NJ,,SALEM,33
2078,NEW JERSEY,NJ,,SOMERSET,35
2079,NEW JERSEY,NJ,,SUSSEX,37
2080,NEW JERSEY,NJ,,UNION,39
2081,NEW JERSEY,NJ,,WARREN,41
2082,NEW JERSEY,NJ,99,OFFSHORE-STATE,990
2083,NEW MEXICO,NM,W,BERNALILLO,1
2084,NEW MEXICO,NM,W,CATRON,3
2085,NEW MEXICO,NM,E,CHAVES,5
2086,NEW MEXICO,NM,W,CIBOLA,6
2087,NEW MEXICO,NM,E,COLFAX,7
2088,NEW MEXICO,NM,E,CURRY,9
2089,NEW MEXICO,NM,E,DE BACA,11
2090,NEW MEXICO,NM,W,DONA ANA,13
2091,NEW MEXICO,NM,E,EDDY,15
2092,NEW MEXICO,NM,W,GRANT,17
2093,NEW MEXICO,NM,E,GUADALUPE,19
2094,NEW MEXICO,NM,E,HARDING,21
2095,NEW MEXICO,NM,W,HIDALGO,23
2096,NEW MEXICO,NM,E,LEA,25
2097,NEW MEXICO,NM,E,LINCOLN,27
2098,NEW MEXICO,NM,W,LOS ALAMOS,28
2099,NEW MEXICO,NM,W,LUNA,29
2100,NEW MEXICO,NM,W,MCKINLEY,31
2101,NEW MEXICO,NM,E,MORA,33
2102,NEW MEXICO,NM,E,OTERO,35
2103,NEW MEXICO,NM,E,QUAY,37
2104,NEW MEXICO,NM,W,RIO ARRIBA,39
2105,NEW MEXICO,NM,E,ROOSEVELT,41
2106,NEW MEXICO,NM,W,SANDOVAL,43
2107,NEW MEXICO,NM,W,SAN JUAN,45
2108,NEW MEXICO,NM,E,SAN MIGUEL,47
2109,NEW MEXICO,NM,W,SANTA FE,49
2110,NEW MEXICO,NM,W,SIERRA,51
2111,NEW MEXICO,NM,W,SOCORRO,53
2112,NEW MEXICO,NM,W,TAOS,55
2113,NEW MEXICO,NM,W,TORRANCE,57
2114,NEW MEXICO,NM,E,UNION,59
2115,NEW MEXICO,NM,W,VALENCIA,61
2116,NEVADA,NV,,CHURCHILL,1
2117,NEVADA,NV,,CLARK,3
2118,NEVADA,NV,,DOUGLAS,5
2119,NEVADA,NV,,ELKO,7
2120,NEVADA,NV,,ESMERALDA,9
2121,NEVADA,NV,,EUREKA,11
2122,NEVADA,NV,,HUMBOLDT,13
2123,NEVADA,NV,,LANDER,15
2124,NEVADA,NV,,LINCOLN,17
2125,NEVADA,NV,,LYON,19
2126,NEVADA,NV,,MINERAL,21
2127,NEVADA,NV,,NYE,23
2128,NEVADA,NV,,PERSHING,27
2129,NEVADA,NV,,STOREY,29
2130,NEVADA,NV,,WASHOE,31
2131,NEVADA,NV,,WHITE PINE,33
2132,NEW YORK,NY,,ALBANY,1
2133,NEW YORK,NY,,ALLEGANY,3
2134,NEW YORK,NY,,BRONX,5
2135,NEW YORK,NY,,BROOME,7
2136,NEW YORK,NY,,CATTARAUGUS,9
2137,NEW YORK,NY,,CAYUGA,11
2138,NEW YORK,NY,,CHAUTAUQUA,13
2139,NEW YORK,NY,,CHEMUNG,15
2140,NEW YORK,NY,,CHENANGO,17
2141,NEW YORK,NY,,CLINTON,19
2142,NEW YORK,NY,,COLUMBIA,21
2143,NEW YORK,NY,,CORTLAND,23
2144,NEW YORK,NY,,DELAWARE,25
2145,NEW YORK,NY,,DUTCHESS,27
2146,NEW YORK,NY,,ERIE,29
2147,NEW YORK,NY,,ESSEX,31
2148,NEW YORK,NY,,FRANKLIN,33
2149,NEW YORK,NY,,FULTON,35
2150,NEW YORK,NY,,GENESEE,37
2151,NEW YORK,NY,,GREENE,39
2152,NEW YORK,NY,,HAMILTON,41
2153,NEW YORK,NY,,HERKIMER,43
2154,NEW YORK,NY,,JEFFERSON,45
2155,NEW YORK,NY,,KINGS,47
2156,NEW YORK,NY,,LEWIS,49
2157,NEW YORK,NY,,LIVINGSTON,51
2158,NEW YORK,NY,,MADISON,53
2159,NEW YORK,NY,,MONROE,55
2160,NEW YORK,NY,,MONTGOMERY,57
2161,NEW YORK,NY,,NASSAU,59
2162,NEW YORK,NY,,NEW YORK,61
2163,NEW YORK,NY,,NIAGARA,63
2164,NEW YORK,NY,,ONEIDA,65
2165,NEW YORK,NY,,ONONDAGA,67
2166,NEW YORK,NY,,ONTARIO,69
2167,NEW YORK,NY,,ORANGE,71
2168,NEW YORK,NY,,ORLEANS,73
2169,NEW YORK,NY,,OSWEGO,75
2170,NEW YORK,NY,,OTSEGO,77
2171,NEW YORK,NY,,PUTNAM,79
2172,NEW YORK,NY,,QUEENS,81
2173,NEW YORK,NY,,RENSSELAER,83
2174,NEW YORK,NY,,RICHMOND,85
2175,NEW YORK,NY,,ROCKLAND,87
2176,NEW YORK,NY,,ST LAWRENCE,89
2177,NEW YORK,NY,,SARATOGA,91
2178,NEW YORK,NY,,SCHENECTADY,93
2179,NEW YORK,NY,,SCHOHARIE,95
2180,NEW YORK,NY,,SCHUYLER,97
2181,NEW YORK,NY,,SENECA,99
2182,NEW YORK,NY,,STEUBEN,101
2183,NEW YORK,NY,,SUFFOLK,103
2184,NEW YORK,NY,,SULLIVAN,105
2185,NEW YORK,NY,,TIOGA,107
2186,NEW YORK,NY,,TOMPKINS,109
2187,NEW YORK,NY,,ULSTER,111
2188,NEW YORK,NY,,WARREN,113
2189,NEW YORK,NY,,WASHINGTON,115
2190,NEW YORK,NY,,WAYNE,117
2191,NEW YORK,NY,,WESTCHESTER,119
2192,NEW YORK,NY,,WYOMING,121
2193,NEW YORK,NY,,YATES,123
2194,NEW YORK,NY,99,OFFSHORE-STATE,990
2195,OHIO,OH,,ADAMS,1
2196,OHIO,OH,,ALLEN,3
2197,OHIO,OH,,ASHLAND,5
2198,OHIO,OH,,ASHTABULA,7
2199,OHIO,OH,,ATHENS,9
2200,OHIO,OH,,AUGLAIZE,11
2201,OHIO,OH,,BELMONT,13
2202,OHIO,OH,,BROWN,15
2203,OHIO,OH,,BUTLER,17
2204,OHIO,OH,,CARROLL,19
2205,OHIO,OH,,CHAMPAIGN,21
2206,OHIO,OH,,CLARK,23
2207,OHIO,OH,,CLERMONT,25
2208,OHIO,OH,,CLINTON,27
2209,OHIO,OH,,COLUMBIANA,29
2210,OHIO,OH,,COSHOCTON,31
2211,OHIO,OH,,CRAWFORD,33
2212,OHIO,OH,,CUYAHOGA,35
2213,OHIO,OH,,DARKE,37
2214,OHIO,OH,,DEFIANCE,39
2215,OHIO,OH,,DELAWARE,41
2216,OHIO,OH,,ERIE,43
2217,OHIO,OH,,FAIRFIELD,45
2218,OHIO,OH,,FAYETTE,47
2219,OHIO,OH,,FRANKLIN,49
2220,OHIO,OH,,FULTON,51
2221,OHIO,OH,,GALLIA,53
2222,OHIO,OH,,GEAUGA,55
2223,OHIO,OH,,GREENE,57
2224,OHIO,OH,,GUERNSEY,59
2225,OHIO,OH,,HAMILTON,61
2226,OHIO,OH,,HANCOCK,63
2227,OHIO,OH,,HARDIN,65
2228,OHIO,OH,,HARRISON,67
2229,OHIO,OH,,HENRY,69
2230,OHIO,OH,,HIGHLAND,71
2231,OHIO,OH,,HOCKING,73
2232,OHIO,OH,,HOLMES,75
2233,OHIO,OH,,HURON,77
2234,OHIO,OH,,JACKSON,79
2235,OHIO,OH,,JEFFERSON,81
2236,OHIO,OH,,KNOX,83
2237,OHIO,OH,,LAKE,85
2238,OHIO,OH,,LAWRENCE,87
2239,OHIO,OH,,LICKING,89
2240,OHIO,OH,,LOGAN,91
2241,OHIO,OH,,LORAIN,93
2242,OHIO,OH,,LUCAS,95
2243,OHIO,OH,,MADISON,97
2244,OHIO,OH,,MAHONING,99
2245,OHIO,OH,,MARION,101
2246,OHIO,OH,,MEDINA,103
2247,OHIO,OH,,MEIGS,105
2248,OHIO,OH,,MERCER,107
2249,OHIO,OH,,MIAMI,109
2250,OHIO,OH,,MONROE,111
2251,OHIO,OH,,MONTGOMERY,113
2252,OHIO,OH,,MORGAN,115
2253,OHIO,OH,,MORROW,117
2254,OHIO,OH,,MUSKINGUM,119
2255,OHIO,OH,,NOBLE,121
2256,OHIO,OH,,OTTAWA,123
2257,OHIO,OH,,PAULDING,125
2258,OHIO,OH,,PERRY,127
2259,OHIO,OH,,PICKAWAY,129
2260,OHIO,OH,,PIKE,131
2261,OHIO,OH,,PORTAGE,133
2262,OHIO,OH,,PREBLE,135
2263,OHIO,OH,,PUTNAM,137
2264,OHIO,OH,,RICHLAND,139
2265,OHIO,OH,,ROSS,141
2266,OHIO,OH,,SANDUSKY,143
2267,OHIO,OH,,SCIOTO,145
2268,OHIO,OH,,SENECA,147
2269,OHIO,OH,,SHELBY,149
2270,OHIO,OH,,STARK,151
2271,OHIO,OH,,SUMMIT,153
2272,OHIO,OH,,TRUMBULL,155
2273,OHIO,OH,,TUSCARAWAS,157
2274,OHIO,OH,,UNION,159
2275,OHIO,OH,,VAN WERT,161
2276,OHIO,OH,,VINTON,163
2277,OHIO,OH,,WARREN,165
2278,OHIO,OH,,WASHINGTON,167
2279,OHIO,OH,,WAYNE,169
2280,OHIO,OH,,WILLIAMS,171
2281,OHIO,OH,,WOOD,173
2282,OHIO,OH,,WYANDOT,175
2283,OHIO,OH,99,OFFSHORE-STATE,990
2284,OKLAHOMA,OK,,ADAIR,1
2285,OKLAHOMA,OK,,ALFALFA,3
2286,OKLAHOMA,OK,,ATOKA,5
2287,OKLAHOMA,OK,,BEAVER,7
2288,OKLAHOMA,OK,,BECKHAM,9
2289,OKLAHOMA,OK,,BLAINE,11
2290,OKLAHOMA,OK,,BRYAN,13
2291,OKLAHOMA,OK,,CADDO,15
2292,OKLAHOMA,OK,,CANADIAN,17
2293,OKLAHOMA,OK,,CARTER,19
2294,OKLAHOMA,OK,,CHEROKEE,21
2295,OKLAHOMA,OK,,CHOCTAW,23
2296,OKLAHOMA,OK,,CIMARRON,25
2297,OKLAHOMA,OK,,CLEVELAND,27
2298,OKLAHOMA,OK,,COAL,29
2299,OKLAHOMA,OK,,COMANCHE,31
2300,OKLAHOMA,OK,,COTTON,33
2301,OKLAHOMA,OK,,CRAIG,35
2302,OKLAHOMA,OK,,CREEK,37
2303,OKLAHOMA,OK,,CUSTER,39
2304,OKLAHOMA,OK,,DELAWARE,41
2305,OKLAHOMA,OK,,DEWEY,43
2306,OKLAHOMA,OK,,ELLIS,45
2307,OKLAHOMA,OK,,GARFIELD,47
2308,OKLAHOMA,OK,,GARVIN,49
2309,OKLAHOMA,OK,,GRADY,51
2310,OKLAHOMA,OK,,GRANT,53
2311,OKLAHOMA,OK,,GREER,55
2312,OKLAHOMA,OK,,HARMON,57
2313,OKLAHOMA,OK,,HARPER,59
2314,OKLAHOMA,OK,,HASKELL,61
2315,OKLAHOMA,OK,,HUGHES,63
2316,OKLAHOMA,OK,,JACKSON,65
2317,OKLAHOMA,OK,,JEFFERSON,67
2318,OKLAHOMA,OK,,JOHNSTON,69
2319,OKLAHOMA,OK,,KAY,71
2320,OKLAHOMA,OK,,KINGFISHER,73
2321,OKLAHOMA,OK,,KIOWA,75
2322,OKLAHOMA,OK,,LATIMER,77
2323,OKLAHOMA,OK,,LE FLORE,79
2324,OKLAHOMA,OK,,LINCOLN,81
2325,OKLAHOMA,OK,,LOGAN,83
2326,OKLAHOMA,OK,,LOVE,85
2327,OKLAHOMA,OK,,MCCLAIN,87
2328,OKLAHOMA,OK,,MCCURTAIN,89
2329,OKLAHOMA,OK,,MCINTOSH,91
2330,OKLAHOMA,OK,,MAJOR,93
2331,OKLAHOMA,OK,,MARSHALL,95
2332,OKLAHOMA,OK,,MAYES,97
2333,OKLAHOMA,OK,,MURRAY,99
2334,OKLAHOMA,OK,,MUSKOGEE,101
2335,OKLAHOMA,OK,,NOBLE,103
2336,OKLAHOMA,OK,,NOWATA,105
2337,OKLAHOMA,OK,,OKFUSKEE,107
2338,OKLAHOMA,OK,,OKLAHOMA,109
2339,OKLAHOMA,OK,,OKMULGEE,111
2340,OKLAHOMA,OK,,OSAGE,113
2341,OKLAHOMA,OK,,OTTAWA,115
2342,OKLAHOMA,OK,,PAWNEE,117
2343,OKLAHOMA,OK,,PAYNE,119
2344,OKLAHOMA,OK,,PITTSBURG,121
2345,OKLAHOMA,OK,,PONTOTOC,123
2346,OKLAHOMA,OK,,POTTAWATOMIE,125
2347,OKLAHOMA,OK,,PUSHMATAHA,127
2348,OKLAHOMA,OK,,ROGER MILLS,129
2349,OKLAHOMA,OK,,ROGERS,131
2350,OKLAHOMA,OK,,SEMINOLE,133
2351,OKLAHOMA,OK,,SEQUOYAH,135
2352,OKLAHOMA,OK,,STEPHENS,137
2353,OKLAHOMA,OK,,TEXAS,139
2354,OKLAHOMA,OK,,TILLMAN,141
2355,OKLAHOMA,OK,,TULSA,143
2356,OKLAHOMA,OK,,WAGONER,145
2357,OKLAHOMA,OK,,WASHINGTON,147
2358,OKLAHOMA,OK,,WASHITA,149
2359,OKLAHOMA,OK,,WOODS,151
2360,OKLAHOMA,OK,,WOODWARD,153
2361,OREGON,OR,,BAKER,1
2362,OREGON,OR,,BENTON,3
2363,OREGON,OR,,CLACKAMAS,5
2364,OREGON,OR,,CLATSOP,7
2365,OREGON,OR,,COLUMBIA,9
2366,OREGON,OR,,COOS,11
2367,OREGON,OR,,CROOK,13
2368,OREGON,OR,,CURRY,15
2369,OREGON,OR,,DESCHUTES,17
2370,OREGON,OR,,DOUGLAS,19
2371,OREGON,OR,,GILLIAM,21
2372,OREGON,OR,,GRANT,23
2373,OREGON,OR,,HARNEY,25
2374,OREGON,OR,,HOOD RIVER,27
2375,OREGON,OR,,JACKSON,29
2376,OREGON,OR,,JEFFERSON,31
2377,OREGON,OR,,JOSEPHINE,33
2378,OREGON,OR,,KLAMATH,35
2379,OREGON,OR,,LAKE,37
2380,OREGON,OR,,LANE,39
2381,OREGON,OR,,LINCOLN,41
2382,OREGON,OR,,LINN,43
2383,OREGON,OR,,MALHEUR,45
2384,OREGON,OR,,MARION,47
2385,OREGON,OR,,MORROW,49
2386,OREGON,OR,,MULTNOMAH,51
2387,OREGON,OR,,POLK,53
2388,OREGON,OR,,SHERMAN,55
2389,OREGON,OR,,TILLAMOOK,57
2390,OREGON,OR,,UMATILLA,59
2391,OREGON,OR,,UNION,61
2392,OREGON,OR,,WALLOWA,63
2393,OREGON,OR,,WASCO,65
2394,OREGON,OR,,WASHINGTON,67
2395,OREGON,OR,,WHEELER,69
2396,OREGON,OR,,YAMHILL,71
2397,OREGON,OR,99,OFFSHORE-STATE,990
2398,PENNSYLVANIA,PA,,ADAMS,1
2399,PENNSYLVANIA,PA,,ALLEGHENY,3
2400,PENNSYLVANIA,PA,,ARMSTRONG,5
2401,PENNSYLVANIA,PA,,BEAVER,7
2402,PENNSYLVANIA,PA,,BEDFORD,9
2403,PENNSYLVANIA,PA,,BERKS,11
2404,PENNSYLVANIA,PA,,BLAIR,13
2405,PENNSYLVANIA,PA,,BRADFORD,15
2406,PENNSYLVANIA,PA,,BUCKS,17
2407,PENNSYLVANIA,PA,,BUTLER,19
2408,PENNSYLVANIA,PA,,CAMBRIA,21
2409,PENNSYLVANIA,PA,,CAMERON,23
2410,PENNSYLVANIA,PA,,CARBON,25
2411,PENNSYLVANIA,PA,,CENTRE,27
2412,PENNSYLVANIA,PA,,CHESTER,29
2413,PENNSYLVANIA,PA,,CLARION,31
2414,PENNSYLVANIA,PA,,CLEARFIELD,33
2415,PENNSYLVANIA,PA,,CLINTON,35
2416,PENNSYLVANIA,PA,,COLUMBIA,37
2417,PENNSYLVANIA,PA,,CRAWFORD,39
2418,PENNSYLVANIA,PA,,CUMBERLAND,41
2419,PENNSYLVANIA,PA,,DAUPHIN,43
2420,PENNSYLVANIA,PA,,DELAWARE,45
2421,PENNSYLVANIA,PA,,ELK,47
2422,PENNSYLVANIA,PA,,ERIE,49
2423,PENNSYLVANIA,PA,,FAYETTE,51
2424,PENNSYLVANIA,PA,,FOREST,53
2425,PENNSYLVANIA,PA,,FRANKLIN,55
2426,PENNSYLVANIA,PA,,FULTON,57
2427,PENNSYLVANIA,PA,,GREENE,59
2428,PENNSYLVANIA,PA,,HUNTINGDON,61
2429,PENNSYLVANIA,PA,,INDIANA,63
2430,PENNSYLVANIA,PA,,JEFFERSON,65
2431,PENNSYLVANIA,PA,,JUNIATA,67
2432,PENNSYLVANIA,PA,,LACKAWANNA,69
2433,PENNSYLVANIA,PA,,LANCASTER,71
2434,PENNSYLVANIA,PA,,LAWRENCE,73
2435,PENNSYLVANIA,PA,,LEBANON,75
2436,PENNSYLVANIA,PA,,LEHIGH,77
2437,PENNSYLVANIA,PA,,LUZERNE,79
2438,PENNSYLVANIA,PA,,LYCOMING,81
2439,PENNSYLVANIA,PA,,MCKEAN,83
2440,PENNSYLVANIA,PA,,MERCER,85
2441,PENNSYLVANIA,PA,,MIFFLIN,87
2442,PENNSYLVANIA,PA,,MONROE,89
2443,PENNSYLVANIA,PA,,MONTGOMERY,91
2444,PENNSYLVANIA,PA,,MONTOUR,93
2445,PENNSYLVANIA,PA,,NORTHAMPTON,95
2446,PENNSYLVANIA,PA,,NORTHUMBERLAND,97
2447,PENNSYLVANIA,PA,,PERRY,99
2448,PENNSYLVANIA,PA,,PHILADELPHIA,101
2449,PENNSYLVANIA,PA,,PIKE,103
2450,PENNSYLVANIA,PA,,POTTER,105
2451,PENNSYLVANIA,PA,,SCHUYLKILL,107
2452,PENNSYLVANIA,PA,,SNYDER,109
2453,PENNSYLVANIA,PA,,SOMERSET,111
2454,PENNSYLVANIA,PA,,SULLIVAN,113
2455,PENNSYLVANIA,PA,,SUSQUEHANNA,115
2456,PENNSYLVANIA,PA,,TIOGA,117
2457,PENNSYLVANIA,PA,,UNION,119
2458,PENNSYLVANIA,PA,,VENANGO,121
2459,PENNSYLVANIA,PA,,WARREN,123
2460,PENNSYLVANIA,PA,,WASHINGTON,125
2461,PENNSYLVANIA,PA,,WAYNE,127
2462,PENNSYLVANIA,PA,,WESTMORELAND,129
2463,PENNSYLVANIA,PA,,WYOMING,131
2464,PENNSYLVANIA,PA,,YORK,133
2465,PENNSYLVANIA,PA,99,OFFSHORE-STATE,990
2466,RHODE ISLAND,RI,,BRISTOL,1
2467,RHODE ISLAND,RI,,KENT,3
2468,RHODE ISLAND,RI,,NEWPORT,5
2469,RHODE ISLAND,RI,,PROVIDENCE,7
2470,RHODE ISLAND,RI,,WASHINGTON,9
2471,RHODE ISLAND,RI,99,OFFSHORE-STATE,990
2472,SOUTH CAROLINA,SC,,ABBEVILLE,1
2473,SOUTH CAROLINA,SC,,AIKEN,3
2474,SOUTH CAROLINA,SC,,ALLENDALE,5
2475,SOUTH CAROLINA,SC,,ANDERSON,7
2476,SOUTH CAROLINA,SC,,BAMBERG,9
2477,SOUTH CAROLINA,SC,,BARNWELL,11
2478,SOUTH CAROLINA,SC,,BEAUFORT,13
2479,SOUTH CAROLINA,SC,,BERKELEY,15
2480,SOUTH CAROLINA,SC,,CALHOUN,17
2481,SOUTH CAROLINA,SC,,CHARLESTON,19
2482,SOUTH CAROLINA,SC,,CHEROKEE,21
2483,SOUTH CAROLINA,SC,,CHESTER,23
2484,SOUTH CAROLINA,SC,,CHESTERFIELD,25
2485,SOUTH CAROLINA,SC,,CLARENDON,27
2486,SOUTH CAROLINA,SC,,COLLETON,29
2487,SOUTH CAROLINA,SC,,DARLINGTON,31
2488,SOUTH CAROLINA,SC,,DILLON,33
2489,SOUTH CAROLINA,SC,,DORCHESTER,35
2490,SOUTH CAROLINA,SC,,EDGEFIELD,37
2491,SOUTH CAROLINA,SC,,FAIRFIELD,39
2492,SOUTH CAROLINA,SC,,FLORENCE,41
2493,SOUTH CAROLINA,SC,,GEORGETOWN,43
2494,SOUTH CAROLINA,SC,,GREENVILLE,45
2495,SOUTH CAROLINA,SC,,GREENWOOD,47
2496,SOUTH CAROLINA,SC,,HAMPTON,49
2497,SOUTH CAROLINA,SC,,HORRY,51
2498,SOUTH CAROLINA,SC,,JASPER,53
2499,SOUTH CAROLINA,SC,,KERSHAW,55
2500,SOUTH CAROLINA,SC,,LANCASTER,57
2501,SOUTH CAROLINA,SC,,LAURENS,59
2502,SOUTH CAROLINA,SC,,LEE,61
2503,SOUTH CAROLINA,SC,,LEXINGTON,63
2504,SOUTH CAROLINA,SC,,MCCORMICK,65
2505,SOUTH CAROLINA,SC,,MARION,67
2506,SOUTH CAROLINA,SC,,MARLBORO,69
2507,SOUTH CAROLINA,SC,,NEWBERRY,71
2508,SOUTH CAROLINA,SC,,OCONEE,73
2509,SOUTH CAROLINA,SC,,ORANGEBURG,75
2510,SOUTH CAROLINA,SC,,PICKENS,77
2511,SOUTH CAROLINA,SC,,RICHLAND,79
2512,SOUTH CAROLINA,SC,,SALUDA,81
2513,SOUTH CAROLINA,SC,,SPARTANBURG,83
2514,SOUTH CAROLINA,SC,,SUMTER,85
2515,SOUTH CAROLINA,SC,,UNION,87
2516,SOUTH CAROLINA,SC,,WILLIAMSBURG,89
2517,SOUTH CAROLINA,SC,,YORK,91
2518,SOUTH CAROLINA,SC,99,OFFSHORE-STATE,990
2519,SOUTH DAKOTA,SD,,AURORA,3
2520,SOUTH DAKOTA,SD,,BEADLE,5
2521,SOUTH DAKOTA,SD,,BENNETT,7
2522,SOUTH DAKOTA,SD,,BON HOMME,9
2523,SOUTH DAKOTA,SD,,BROOKINGS,11
2524,SOUTH DAKOTA,SD,,BROWN,13
2525,SOUTH DAKOTA,SD,,BRULE,15
2526,SOUTH DAKOTA,SD,,BUFFALO,17
2527,SOUTH DAKOTA,SD,,BUTTE,19
2528,SOUTH DAKOTA,SD,,CAMPBELL,21
2529,SOUTH DAKOTA,SD,,CHARLES MIX,23
2530,SOUTH DAKOTA,SD,,CLARK,25
2531,SOUTH DAKOTA,SD,,CLAY,27
2532,SOUTH DAKOTA,SD,,CODINGTON,29
2533,SOUTH DAKOTA,SD,,CORSON,31
2534,SOUTH DAKOTA,SD,,CUSTER,33
2535,SOUTH DAKOTA,SD,,DAVISON,35
2536,SOUTH DAKOTA,SD,,DAY,37
2537,SOUTH DAKOTA,SD,,DEUEL,39
2538,SOUTH DAKOTA,SD,,DEWEY,41
2539,SOUTH DAKOTA,SD,,DOUGLAS,43
2540,SOUTH DAKOTA,SD,,EDMUNDS,45
2541,SOUTH DAKOTA,SD,,FALL RIVER,47
2542,SOUTH DAKOTA,SD,,FAULK,49
2543,SOUTH DAKOTA,SD,,GRANT,51
2544,SOUTH DAKOTA,SD,,GREGORY,53
2545,SOUTH DAKOTA,SD,,HAAKON,55
2546,SOUTH DAKOTA,SD,,HAMLIN,57
2547,SOUTH DAKOTA,SD,,HAND,59
2548,SOUTH DAKOTA,SD,,HANSON,61
2549,SOUTH DAKOTA,SD,,HARDING,63
2550,SOUTH DAKOTA,SD,,HUGHES,65
2551,SOUTH DAKOTA,SD,,HUTCHINSON,67
2552,SOUTH DAKOTA,SD,,HYDE,69
2553,SOUTH DAKOTA,SD,,JACKSON,71
2554,SOUTH DAKOTA,SD,,JERAULD,73
2555,SOUTH DAKOTA,SD,,JONES,75
2556,SOUTH DAKOTA,SD,,KINGSBURY,77
2557,SOUTH DAKOTA,SD,,LAKE,79
2558,SOUTH DAKOTA,SD,,LAWRENCE,81
2559,SOUTH DAKOTA,SD,,LINCOLN,83
2560,SOUTH DAKOTA,SD,,LYMAN,85
