year,Pipeline,Region From,Region To,State From,County From,State To,County To,Capacity (mmcfd),Notes
2018.0,Gulf South Pipeline Co,South Central,Intra-regional,Mississippi,Clarke,Alabama,Choctaw,1272.0,
2018.0,Gulf South Pipeline Co,South Central,Intra-regional,Mississippi,George,Alabama,Mobile,511.0,
2018.0,Gulf South Pipeline Co,South Central,Intra-regional,Mississippi,Jackson,Alabama,Mobile,1200.0,
2018.0,Gulf South Pipeline Co,South Central,Intra-regional,Mississippi,Hancock,Louisiana,St. Tammany,310.0,
2018.0,Gulf South Pipeline Co,South Central,Intra-regional,Texas,Panola,Louisiana,De Soto,3203.0,
2018.0,Gulf States Transmission Corp,South Central,Intra-regional,Texas,Harrison,Louisiana,Caddo,155.0,
2018.0,Gulfstream Natural Gas System (via the Gulf of Mexico),South Central,Southeast,Alabama,Mobile,Florida,Manatee,1285.0,
2018.0,Havre Pipeline Co,Mountain,Canada,Montana,Blaine,Saskatchewan,Saskatchewan,60.0,
2018.0,High Island Offshore Sys,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,High Island South,Gulf of Mexico,WC167,500.0,Capacity given by Genesis Energy
2018.0,High Point Gas Transmission,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Louisiana,Plaquemines,650.0,
2018.0,Houston Pipeline Co,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Texas,Kleberg,230.0,
2018.0,Houston Pipeline Co,South Central,Mexico,Texas,Hidalgo,Mexico,Reynosa,140.0,
2018.0,Impulsora Pipeline,South Central,Mexico,Texas,Webb,Mexico,Mexico,600.0,"New International pipeline (FERC CP14-513, CP16-70)"
2018.0,Independence Trail,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,Mississippi Canyon 920,Gulf of Mexico,West Delta 68,1000.0,
2018.0,Interenergy Sheffield Pipeline,Canada,Mountain,Saskatchewan,Saskatchewan,North Dakota,Burke,3.0,
2018.0,International Paper Pipeline,South Central,Intra-regional,Louisiana,Concorde,Mississippi,Adams,15.0,
2018.0,Interstate Power Co,Midwest,Intra-regional,Illinois,Carroll,Iowa,Clinton,75.0,
2018.0,Interstate Power Co,Midwest,Intra-regional,Iowa,Clinton,Illinois,Carroll,75.0,
2018.0,Iroquois Pipeline Co,Northeast,Intra-regional,Connecticut,New Haven,New York,Suffolk,620.0,
2018.0,Iroquois Pipeline Co,Northeast,Intra-regional,New York,Dutchess,Connecticut,Litchfield,866.0,
2018.0,Iroquois Pipeline Co,Canada,Northeast,Ontario,Ontario,New York,St Lawrence,1150.0,
2018.0,Kelso-Beaver Pipeline Co,Pacific,Intra-regional,Washington,Cowlitz,Oregon,Columbia,200.0,
2018.0,Kern River Gas Trans Co,Mountain,Pacific,Nevada,Clark,California,San Bernardino,2146.0,
2018.0,Kern River Gas Trans Co,Mountain,Intra-regional,Utah,Washington,Nevada,Lincoln,2445.0,
2018.0,Kern River Gas Trans Co,Mountain,Intra-regional,Wyoming,Uinta,Utah,Summit,2276.0,
2018.0,Kinder Morgan Border Pipeline LP,Mexico,South Central,Mexico,Tamaulipas,Texas,Hidalgo,300.0,
2018.0,Kinder Morgan Border Pipeline LP,South Central,Mexico,Texas,Hidalgo,Mexico,Tamaulipas,450.0,KM Border Pipeline Expansion (FERC CP17-474)
2018.0,Kinder-Morgan Texas Pipeline Co,South Central,Mexico,Texas,Starr,Mexico,Tamaulipas,640.0,
2018.0,"Kinetica Partners, LLC",Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Louisiana,Cameron,1919.0,"TC Offshore/ANR  sold to Kinetica Partners April, 2016"
2018.0,"Kinetica Partners, LLC",Gulf of Mexico,South Central,Gulf of Mexico,Main Pass 27,Louisiana,Plaquemines,3217.0,
2018.0,KO Transmission Co,Midwest,Northeast,Kentucky,Campbell,Ohio,Hamilton,219.0,
2018.0,KO Transmission Co,Northeast,Midwest,Ohio,Hamilton,Kentucky,Campbell,219.0,
2018.0,"KPC Pipeline, LLC",South Central,Midwest,Kansas,Wyandotte,Missouri,Jackson,50.0,
2018.0,"KPC Pipeline, LLC",South Central,Intra-regional,Oklahoma,Osage,Kansas,Cowley,50.0,
2018.0,Manta Ray Gathering,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,Green Canyon-Ship Shoal,Gulf of Mexico,Ship Shoal 207,800.0,
2018.0,Marion Natural Gas System Co,Midwest,South Central,Tennessee,Marion,Alabama,Jackson,10.0,
2018.0,Maritimes/Northeast PL Co,Northeast,Canada,Maine,Washington,New Brunswick,New Brunswick,833.0,
2018.0,Maritimes/Northeast PL Co,Northeast,Intra-regional,Maine,York,New Hampshire,Rockingham,835.0,Portland Xpress Phase I FERC docket CP18-251
2018.0,Maritimes/Northeast PL Co,Canada,Northeast,New Brunswick,New Brunswick,Maine,Washington,833.0,
2018.0,Maritimes/Northeast PL Co,Northeast,Intra-regional,New Hampshire,Rockingham,Massachusetts,Essex,835.0,Portland Xpress Phase I FERC docket CP18-251
2018.0,Matagorda Offshore Pipeline System (MOPS),Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Texas,Calhoun,0.0,
2018.0,Midcontinent Express Pipeline LLC,South Central,Intra-regional,Louisiana,Madison,Mississippi,Warren,1533.0,
2018.0,Midcontinent Express Pipeline LLC,South Central,Intra-regional,Mississippi,Clarke,Alabama,Choctaw,1533.0,
2018.0,Midcontinent Express Pipeline LLC,South Central,Intra-regional,Oklahoma,Bryan,Texas,Fannin,1833.0,
2018.0,Midcontinent Express Pipeline LLC,South Central,Intra-regional,Texas,Cass,Louisiana,Caddo,1833.0,
2018.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Illinois,Clark,Indiana,Vigo,715.0,
2018.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Indiana,Vigo,Illinois,Clark,500.0,
2018.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Indiana,Spencer,Kentucky,Davees,350.0,
2018.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Kentucky,Davees,Indiana,Spencer,664.0,
2018.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Kentucky,Simpson,Tennessee,Sumner,350.0,
2018.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Tennessee,Sumner,Kentucky,Simpson,665.0,
2018.0,Mississippi Canyon Gas PL Co,Gulf of Mexico,South Central,Gulf of Mexico,West Delta 143,Louisiana,Plaquemines,800.0,
2018.0,Missouri Interstate Pipeline Co,Midwest,Intra-regional,Illinois,Madison,Missouri,St Charles,20.0,
2018.0,Mobile Bay Producers,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Alabama,Mobile,600.0,"Gathering from Mobile Bay (not Gulf South) ExonMobile, Shell, and Williams Field Services"
2018.0,Mohave Pipeline Co,Mountain,Pacific,Arizona,Mohave,California,San Bernardino,400.0,
2018.0,Mustang Island,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Texas,Nueces,200.0,
2018.0,Nat Gas P L Co Of America,South Central,Midwest,Arkansas,Clay,Missouri,Butler,1574.0,
2018.0,Nat Gas P L Co Of America,South Central,Intra-regional,Arkansas,Miller,Texas,Cass,460.0,NGPL Gulf Coast Southbound Phase I (CP16-488)
2018.0,Nat Gas P L Co Of America,South Central,Intra-regional,Arkansas,Miller,Texas,Cass,600.0,
2018.0,Nat Gas P L Co Of America,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Texas,Jefferson,150.0,
2018.0,Nat Gas P L Co Of America,Midwest,Intra-regional,Illinois,Cook,Indiana,Lake,710.0,
2018.0,Nat Gas P L Co Of America,Midwest,Intra-regional,Illinois,Jackson,Missouri,Perry,460.0,NGPL Gulf Coast Southbound Phase I (CP16-488)
2018.0,Nat Gas P L Co Of America,Midwest,Intra-regional,Illinois,Mchenry,Wisconsin,Kenosha,55.0,
2018.0,Nat Gas P L Co Of America,Midwest,Intra-regional,Iowa,Muscatine,Illinois,Rock Island,1777.0,
2018.0,Nat Gas P L Co Of America,South Central,Mountain,Kansas,Washington,Nebraska,Jefferson,1224.0,
2018.0,Nat Gas P L Co Of America,South Central,Intra-regional,Kansas,Meade,Oklahoma,Beaver,300.0,
2018.0,Nat Gas P L Co Of America,South Central,Intra-regional,Louisiana,Cameron,Texas,Jefferson,140.0,
2018.0,Nat Gas P L Co Of America,South Central,Intra-regional,Missouri,Butler,Arkansas,Clay,460.0,NGPL Gulf Coast Southbound Phase I (CP16-488)
2018.0,Nat Gas P L Co Of America,Midwest,Intra-regional,Missouri,Perry,Illinois,Jackson,1650.0,
2018.0,Nat Gas P L Co Of America,Mountain,Midwest,Nebraska,Cass,Iowa,Mills,1389.0,
2018.0,Nat Gas P L Co Of America,Mountain,South Central,New Mexico,Roosevelt,Texas,Cochran,656.0,
2018.0,Nat Gas P L Co Of America,South Central,Intra-regional,Oklahoma,Beaver,Kansas,Meade,1202.0,
2018.0,Nat Gas P L Co Of America,South Central,Intra-regional,Oklahoma,Beaver,Texas,Ochiltree,1390.0,
2018.0,Nat Gas P L Co Of America,South Central,Intra-regional,Texas,Cass,Arkansas,Miller,1805.0,
2018.0,Nat Gas P L Co Of America,South Central,Intra-regional,Texas,Jefferson,Louisiana,Cameron,996.0,
2018.0,Nat Gas P L Co Of America,South Central,Mountain,Texas,Cochran,New Mexico,Roosevelt,550.0,
2018.0,Nat Gas P L Co Of America,South Central,Intra-regional,Texas,Wheeler,Oklahoma,Beckham,1433.0,
2018.0,National Fuel Gas Supply Co,Northeast,Intra-regional,New York,Allegany,Pennsylvania,Potter,368.0,
2018.0,National Fuel Gas Supply Co,Northeast,Intra-regional,New York,Steuben,Pennsylvania,Potter,116.0,
2018.0,National Fuel Gas Supply Co,Northeast,Intra-regional,Pennsylvania,Potter,New York,Allegany,641.0,
2018.0,National Fuel Gas Supply Co,Northeast,Intra-regional,Pennsylvania,Potter,New York,Steuben,116.0,
2018.0,Nautilus Pipeline Co,Gulf of Mexico,South Central,Gulf of Mexico,Ship Shoal 207,Louisiana,St. Mary,600.0,
2018.0,NET Mexico Pipeline,South Central,Mexico,Texas,Nueces,Mexico,Rio Grande,2100.0,
2018.0,NEXUS Pipeline,Northeast,Midwest,Ohio,Fulton,Michigan,Lenawee,1500.0,
2018.0,NOARK Pipeline System,South Central,Midwest,Arkansas,Clay,Missouri,Dunklin,33.0,
2018.0,Nora Transmission Co,Midwest,Northeast,Kentucky,Pike,Virginia,Wise,50.0,
2018.0,Norse Pipeline Co,Northeast,Intra-regional,New York,Chautauqua,Pennsylvania,Warren,2.0,
2018.0,Norse Pipeline Co,Northeast,Intra-regional,Pennsylvania,Warren,New York,Chautauqua,10.0,
2018.0,North Baja Pipeline Co,Mountain,Pacific,Arizona,La Paz,California,Riverside,500.0,
2018.0,North Baja Pipeline Co,Pacific,Mountain,California,,Arizona,La Paz,81.0,
2018.0,North Baja Pipeline Co,Pacific,Mountain,California,Riverside,Arizona,La Paz,614.0,
2018.0,North Baja Pipeline Co,Pacific,Mexico,California,Imperial,Mexico,Baja California,500.0,
2018.0,North Baja Pipeline Co,Mexico,Pacific,Mexico,Baja California,California,Riverside,614.0,
2018.0,North Country P L Co,Canada,Northeast,Ontario,Ontario,New York,Franklin,56.0,
2018.0,North Shore Gas Co,Midwest,Intra-regional,Illinois,Lake,Wisconsin,Kenosha,40.0,
2018.0,Northern Border Pipeline Co,Midwest,Intra-regional,Illinois,Will,Indiana,Lake,917.0,
2018.0,Northern Border Pipeline Co,Midwest,Intra-regional,Iowa,Scott,Illinois,Rock Island,988.0,
2018.0,Northern Border Pipeline Co,Midwest,Intra-regional,Minnesota,Martin,Iowa,Kossuth,2250.0,
2018.0,Northern Border Pipeline Co,Mountain,Intra-regional,Montana,Roosevelt,North Dakota,Williams,2180.0,
2018.0,Northern Border Pipeline Co,Mountain,Intra-regional,North Dakota,Mcintosh,South Dakota,Mcpherson,2375.0,
2018.0,Northern Border Pipeline Co,Canada,Mountain,Saskatchewan,Saskatchewan,Montana,Phillips,2373.0,
2018.0,Northern Border Pipeline Co,Mountain,Midwest,South Dakota,Deuel,Minnesota,Lincoln,2355.0,
2018.0,Northern Natural Gas Co,Midwest,Intra-regional,Illinois,Jo Daviess,Wisconsin,Lafayette,335.0,
2018.0,Northern Natural Gas Co,Midwest,Intra-regional,Iowa,Dubuque,Illinois,Jo Daviess,575.0,
2018.0,Northern Natural Gas Co,Midwest,Intra-regional,Iowa,Worth,Minnesota,Freeborn,1930.0,
2018.0,Northern Natural Gas Co,Midwest,Mountain,Iowa,Lyon,South Dakota,Lincoln,94.0,
2018.0,Northern Natural Gas Co,South Central,Mountain,Kansas,Washington,Nebraska,Jefferson,2172.0,
2018.0,Northern Natural Gas Co,Midwest,Intra-regional,Minnesota,Chisago,Wisconsin,Burnett,213.0,
2018.0,Northern Natural Gas Co,Mountain,Midwest,Nebraska,Dakota,Iowa,Woodbury,1913.0,
2018.0,Northern Natural Gas Co,Mountain,Intra-regional,Nebraska,Dakota,South Dakota,Union,125.0,
2018.0,Northern Natural Gas Co,Mountain,South Central,New Mexico,Lea,Texas,Winkler,245.0,
2018.0,Northern Natural Gas Co,South Central,Intra-regional,Oklahoma,Harper,Kansas,Clark,1566.0,
2018.0,Northern Natural Gas Co,South Central,Intra-regional,Oklahoma,Roger Mills,Texas,Hemphill,913.0,
2018.0,Northern Natural Gas Co,Mountain,Midwest,South Dakota,Lincoln,Iowa,Lyon,20.0,
2018.0,Northern Natural Gas Co,Mountain,Midwest,South Dakota,Moody,Minnesota,Pipestone,20.0,
2018.0,Northern Natural Gas Co,Mountain,Intra-regional,South Dakota,Union,Nebraska,Dakota,125.0,
2018.0,Northern Natural Gas Co,South Central,Intra-regional,Texas,Hemphill,Oklahoma,Roger Mills,1230.0,
2018.0,Northern Natural Gas Co,Midwest,Intra-regional,Wisconsin,Iron,Michigan,Gogebic,82.0,
2018.0,Northwest Pipeline Corp,Canada,Pacific,British Columbia,British Columbia,Washington,Whatcom,1562.0,
2018.0,Northwest Pipeline Corp,Mountain,Intra-regional,Colorado,Rio Blanco,Utah,Uintah,308.0,
2018.0,Northwest Pipeline Corp,Mountain,Intra-regional,Idaho,Owyhee,Nevada,Elko,158.0,
2018.0,Northwest Pipeline Corp,Mountain,Pacific,Idaho,Payette,Oregon,Malheur,429.0,
2018.0,Northwest Pipeline Corp,Mountain,Intra-regional,Idaho,Bear Lake,Utah,Rich,298.0,
2018.0,Northwest Pipeline Corp,Pacific,Mountain,Oregon,Malheur,Idaho,Payette,481.0,
2018.0,Northwest Pipeline Corp,Pacific,Intra-regional,Oregon,Columbia,Washington,Cowlitz,883.0,
2018.0,Northwest Pipeline Corp,Mountain,Intra-regional,Utah,San Juan,Colorado,San Miguel,337.0,
2018.0,Northwest Pipeline Corp,Mountain,Intra-regional,Utah,Rich,Idaho,Bear Lake,680.0,
2018.0,Northwest Pipeline Corp,Mountain,Intra-regional,Utah,Rich,Wyoming,Lincoln,510.0,
2018.0,Northwest Pipeline Corp,Pacific,Canada,Washington,Whatcom,British Columbia,British Columbia,51.0,
2018.0,Northwest Pipeline Corp,Pacific,Mountain,Washington,Whitman,Idaho,Kootena,59.0,
2018.0,Northwest Pipeline Corp,Pacific,Intra-regional,Washington,Cowlitz,Oregon,Columbia,1289.0,
2018.0,Northwest Pipeline Corp,Mountain,Intra-regional,Wyoming,Lincoln,Utah,Rich,625.0,
2018.0,Northwestern Energy Co,Mountain,Intra-regional,Wyoming,Park,Montana,Carbon,2.0,
2018.0,ONEOK WesTex Transmission,South Central,Mexico,Texas,El Paso,Mexico,Chihuahua,90.0,
2018.0,Ozark Gas Tranmission LLC,South Central,Intra-regional,Oklahoma,Le Flore,Arkansas,Sebastian,355.0,
2018.0,Pacific  Interstate Offshore Co,Pacific,Intra-regional,California,Offshore Pacific,California,Santa Barbara,60.0,
2018.0,Paiute Pipeline Co,Mountain,Pacific,Nevada,Douglas,California,El Dorado,43.0,
2018.0,Panhandle Eastern P L Co,Midwest,Intra-regional,Illinois,Edgar,Indiana,Vermillion,1573.0,
2018.0,Panhandle Eastern P L Co,Midwest,Intra-regional,Indiana,Vermillion,Illinois,Edgar,1100.0,Panhandle Backhaul Project FERC Docket CP15-94
2018.0,Panhandle Eastern P L Co,Midwest,Northeast,Indiana,Randolph,Ohio,Darke,1314.0,
2018.0,Panhandle Eastern P L Co,South Central,Mountain,Kansas,Morton,Colorado,Baca,45.0,
2018.0,Panhandle Eastern P L Co,South Central,Midwest,Kansas,Miami,Missouri,Cass,1559.0,
2018.0,Panhandle Eastern P L Co,Midwest,Canada,Michigan,Wayne,Ontario,Ontario,150.0,
2018.0,Panhandle Eastern P L Co,Midwest,Intra-regional,Missouri,Pike,Illinois,Pike,1422.0,
2018.0,Panhandle Eastern P L Co,Northeast,Midwest,Ohio,Darke,Indiana,Randolph,1100.0,Panhandle Backhaul Project FERC Docket CP15-94
2018.0,Panhandle Eastern P L Co,Northeast,Midwest,Ohio,Preble,Indiana,Wayne,150.0,
2018.0,Panhandle Eastern P L Co,Northeast,Midwest,Ohio,Fulton,Michigan,Lenawee,960.0,
2018.0,Panhandle Eastern P L Co,South Central,Intra-regional,Oklahoma,Texas,Kansas,Morton,1395.0,
2018.0,Panhandle Eastern P L Co,South Central,Intra-regional,Texas,Hansford,Oklahoma,Texas,445.0,
2018.0,Panther Interstate Pipeline Energy Fish Hook,Gulf of Mexico,South Central,Gulf of Mexico,High Island Area,Texas,Jefferson,150.0,
2018.0,Penn Jersey Pipeline Co,Northeast,Intra-regional,Pennsylvania,Northhampton,New Jersey,Warren,10.0,
2018.0,Penn York Energy Corp,Northeast,Intra-regional,New York,Allegany,Pennsylvania,Potter,60.0,
2018.0,Penn York Energy Corp,Northeast,Intra-regional,Pennsylvania,Potter,New York,Allegany,95.0,
2018.0,Peridido Norte,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,Alimos Canyon,Gulf of Mexico,East Breaks 602,300.0,
2018.0,Portland Gas Trans Co,Northeast,Intra-regional,Maine,Oxford,New Hampshire,Coos,216.0,
2018.0,Portland Gas Trans Co,Northeast,Intra-regional,New Hampshire,Coos,Maine,Oxford,325.0,Portland Xpress Phase I (CP18-251)
2018.0,Portland Gas Trans Co,Northeast,Canada,New Hampshire,Coos,Quebec,Quebec,216.0,
2018.0,Portland Gas Trans Co,Canada,Northeast,Quebec,Quebec,New Hampshire,Coos,325.0,Portland Xpress Phase I (CP18-251)
2018.0,Questar P L Co,Mountain,Intra-regional,Colorado,Rio Blanco,Utah,Uintah,255.0,
2018.0,Questar P L Co,Mountain,Intra-regional,Colorado,Moffat,Wyoming,Sweetwater,165.0,
2018.0,Questar P L Co,Mountain,Intra-regional,Utah,Uintah,Colorado,Rio Blanco,221.0,
2018.0,Questar P L Co,Mountain,Intra-regional,Utah,Daggett,Wyoming,Sweetwater,354.0,
2018.0,Questar P L Co,Mountain,Intra-regional,Wyoming,Sweetwater,Colorado,Moffat,145.0,
2018.0,Questar P L Co,Mountain,Intra-regional,Wyoming,Summit,Utah,Uinta,1423.0,
2018.0,Questar Southern Trails Pipeline Co,Mountain,Pacific,Arizona,Mohave,California,San Bernardino,80.0,
2018.0,Questar Southern Trails Pipeline Co,Mountain,Intra-regional,New Mexico,San Juan,Arizona,Apache,87.0,
2018.0,Raton Gas Transmission Co,Mountain,Intra-regional,Colorado,Las Animas,New Mexico,Colfax,10.0,
2018.0,Roadrunner Gas Transmission LLC,South Central,Mexico,Texas,El Paso,Mexico,Chihuahua,570.0,ONEOK\Roadrunner Gas Transmission (FERC Docket CP15-161). Phase 1 and 2 completed in 2016
2018.0,Rockies Express Pipeline,Mountain,Intra-regional,Colorado,Sedgwick,Nebraska,Perkins,1800.0,
2018.0,Rockies Express Pipeline,Mountain,Intra-regional,Colorado,Moffat,Wyoming,Sweetwater,1400.0,
2018.0,Rockies Express Pipeline,Mountain,Intra-regional,Colorado,Weld,Wyoming,Larimie,1800.0,
2018.0,Rockies Express Pipeline,Midwest,Intra-regional,Illinois,Edgar,Indiana,Vermillion,1800.0,
2018.0,Rockies Express Pipeline,Midwest,Intra-regional,Illinois,Pike,Missouri,Pike,2000.0,REX\Pipeline Zone Three Capacity Enhancement FERC Docket CP15-137
2018.0,Rockies Express Pipeline,Midwest,Intra-regional,Indiana,Vermillion,Illinois,Edgar,2000.0,REX\Pipeline Zone Three Capacity Enhancement FERC Docket CP15-137
2018.0,Rockies Express Pipeline,Midwest,Northeast,Indiana,Franklin,Ohio,Butler,1800.0,
2018.0,Rockies Express Pipeline,South Central,Midwest,Kansas,Doniphan,Missouri,Buchanan,1800.0,
2018.0,Rockies Express Pipeline,Midwest,Intra-regional,Missouri,Pike,Illinois,Pike,1800.0,
2018.0,Rockies Express Pipeline,Mountain,Intra-regional,Nebraska,Kimball,Colorado,Logon,1800.0,
2018.0,Rockies Express Pipeline,Mountain,South Central,Nebraska,Gage,Kansas,Marshall,1800.0,
2018.0,Rockies Express Pipeline,Northeast,Midwest,Ohio,Butler,Indiana,Franklin,2000.0,REX\Pipeline Zone Three Capacity Enhancement FERC Docket CP15-137
2018.0,Rockies Express Pipeline,Mountain,Intra-regional,Wyoming,Laramie,Colorado,Weld,1800.0,
2018.0,Rockies Express Pipeline,Mountain,Intra-regional,Wyoming,Laramie,Nebraska,Kimball,1800.0,
2018.0,Rover Pipeline,Northeast,Midwest,Ohio,Fulton,Michigan,Lenawee,1500.0,Rover Phase 2 FERC Docket CP15-93
2018.0,Rover Pipeline,Northeast,Intra-regional,Pennsylvania,Washington,West Virginia,Hancock,400.0,Rover Phase 2 FERC Docket CP15-93 (Hancock lateral)
2018.0,Rover Pipeline,Northeast,Intra-regional,West Virginia,Hancock,Ohio,Jefferson,400.0,Rover Phase 2 FERC Docket CP15-93 (Hancock lateral)
2018.0,Rover Pipeline,Northeast,Intra-regional,West Virginia,Marshall,Ohio,Belmont,400.0,Rover Phase 2 FERC Docket CP15-93 (Majorsville lateral)
2018.0,Rover Pipeline,Northeast,Intra-regional,West Virginia,Wetzel,Ohio,Monroe,800.0,Rover Phase 2 FERC Docket CP15-93 (Sherwood lateral)
2018.0,Ruby Pipeline LLC,Mountain,Pacific,Nevada,Washoe,Oregon,Lake,1500.0,
2018.0,Ruby Pipeline LLC,Mountain,Intra-regional,Utah,Box Elder,Nevada,Elko,1500.0,
2018.0,Ruby Pipeline LLC,Mountain,Intra-regional,Wyoming,Uinta,Utah,Rich,1500.0,
2018.0,Sabal Trail,South Central,Southeast,Alabama,Russell,Georgia,Stewart,830.0,Sabal Trail Phase 1 (FERC CP15-17)
2018.0,Sabal Trail,Southeast,Intra-regional,Georgia,Lowndes,Florida,Hamilton,830.0,Sabal Trail Phase 1 (FERC CP15-17)
2018.0,Sabine LLC,South Central,Intra-regional,Louisiana,Cameron,Texas,Orange,140.0,
2018.0,Sabine LLC,South Central,Intra-regional,Texas,Orange,Louisiana,Cameron,180.0,
2018.0,San Diego Gas & Electric Co,Pacific,Mexico,California,San Diego,Mexico,Baja Calif. Norte,400.0,
2018.0,Sea Robin Pipeline Co,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Louisiana,Vermilion,1338.0,
2018.0,Sea Robin Pipeline Co,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Louisiana,Terrebonne,1455.0,
2018.0,Seahawk,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,East Breaks 602,Gulf of Mexico,BAA 538,360.0,
2018.0,Shoshone Pipeline Co,Mountain,Intra-regional,Wyoming,Park,Montana,Carbon,14.0,
2018.0,Sierra Production Co,Canada,Mountain,Alberta,Saskatchewan,Montana,Toole,24.0,
2018.0,Sierrita Gas Pipeline,Mountain,Mexico,Arizona,Pima,Mexico,Sonora,201.0,
2018.0,South Saskatchewan Access Pipeline,Mountain,Canada,North Dakota,Burke,Saskatchewan,Estevan,30.0,South Saskatchewan Access Project FERC docket CP18-24
2018.0,Southeast Supply Header Pipeline,South Central,Intra-regional,Louisiana,Madison,Mississippi,Warren,1545.0,
2018.0,Southeast Supply Header Pipeline,South Central,Intra-regional,Mississippi,Jackson,Alabama,Mobile,1070.0,
2018.0,Southern California Gas Co,Pacific,Mexico,California,Imperial,Mexico,Baja Calif. Norte,25.0,
